"","KIDS","SNAP","FINC","NPL","AGE","FERH"
"3375",2,"No",352800,4,30.25,"No"
"3376",1,"Yes",33080,4,29.5,"Yes"
"3377",2,"No",90500,4,23,"No"
"3378",2,"No",19000,4,15.5,"No"
"3379",1,"No",120000,4,38.25,"No"
"3380",2,"No",177000,4,31.5,"No"
"3381",2,"No",280000,5,22,"No"
"3382",1,"No",105000,3,28.3333333333333,"No"
"3383",2,"No",265000,4,21.5,"No"
"3384",1,"No",39800,2,24,"No"
"3385",1,"No",95900,3,39,"No"
"3386",1,"No",178000,3,35.6666666666667,"No"
"3387",2,"No",214500,4,26.25,"No"
"3388",2,"No",131000,5,29.8,"No"
"3389",1,"No",44000,3,29,"No"
"3390",1,"No",15500,2,26.5,"No"
"3391",1,"No",162000,3,24.6666666666667,"Yes"
"3392",1,"No",121000,3,26,"No"
"3393",3,"No",3700,4,22.25,"No"
"3394",3,"No",280000,5,24.8,"No"
"3395",1,"No",78000,3,37,"No"
"3396",1,"No",66100,3,38,"No"
"3397",1,"No",210000,3,24.3333333333333,"No"
"3398",2,"No",290000,4,29.75,"No"
"3399",2,"Yes",45000,4,15.5,"Yes"
"3400",2,"No",2e+05,4,30,"No"
"3401",1,"No",133000,3,18.6666666666667,"No"
"3402",1,"No",110400,4,34.25,"No"
"3403",2,"No",190000,4,22,"No"
"3404",2,"No",38100,3,22.3333333333333,"No"
"3405",1,"No",160000,2,32,"No"
"3406",2,"No",125000,4,36,"No"
"3407",1,"No",199200,3,39,"No"
"3408",1,"No",4210,2,21.5,"No"
"3409",2,"No",52500,4,29.75,"No"
"3410",2,"No",115700,4,25,"No"
"3411",2,"No",2e+05,4,19,"Yes"
"3412",1,"Yes",1300,2,39,"No"
"3413",1,"No",140000,4,48,"No"
"3414",1,"No",173100,5,44.4,"No"
"3415",2,"No",65200,4,35,"No"
"3416",3,"Yes",390,4,15.5,"No"
"3417",3,"No",124000,5,17.8,"No"
"3418",2,"No",105900,5,30.4,"No"
"3419",2,"No",78650,4,33.25,"No"
"3420",3,"Yes",19000,6,27.8333333333333,"No"
"3421",1,"Yes",550,2,23,"No"
"3422",2,"No",140000,5,28.6,"No"
"3423",1,"No",67000,3,33,"No"
"3424",2,"No",94300,6,37.5,"No"
"3425",3,"No",96000,6,38.3333333333333,"No"
"3426",2,"No",85000,4,20.25,"Yes"
"3427",3,"No",170000,5,15.6,"Yes"
"3428",2,"No",205000,4,31.5,"No"
"3429",2,"No",105000,4,28,"No"
"3430",1,"No",220000,3,29.3333333333333,"No"
"3431",2,"No",120000,4,15.5,"Yes"
"3432",1,"No",115000,2,28,"No"
"3433",1,"No",276000,3,32.3333333333333,"No"
"3434",3,"No",675090,5,27.8,"No"
"3435",3,"No",160000,5,19.8,"No"
"3436",1,"No",98000,3,21.6666666666667,"Yes"
"3437",2,"No",45000,4,29.5,"No"
"3438",2,"No",329200,5,30.4,"No"
"3439",3,"No",343000,5,24.4,"No"
"3440",1,"No",208000,3,30,"No"
"3441",1,"No",120000,3,28.6666666666667,"No"
"3442",1,"No",107500,4,36,"No"
"3443",2,"No",82000,3,25.6666666666667,"No"
"3444",1,"No",270000,3,37.6666666666667,"No"
"3445",1,"No",124100,2,34.5,"No"
"3446",2,"No",64050,4,24,"No"
"3447",1,"No",150050,3,22,"No"
"3448",2,"No",130000,4,25,"No"
"3449",1,"No",294000,2,23,"No"
"3450",2,"No",40500,4,18.5,"No"
"3451",1,"No",76600,3,34,"No"
"3452",1,"No",44200,2,32,"No"
"3453",1,"No",361600,3,34.3333333333333,"No"
"3454",1,"Yes",27200,2,28.5,"No"
"3455",1,"No",11000,3,22.6666666666667,"Yes"
"3456",2,"No",273030,4,31,"No"
"3457",1,"Yes",9200,2,24,"No"
"3458",3,"No",36300,5,17.8,"No"
"3459",2,"Yes",15000,3,20.3333333333333,"No"
"3460",2,"Yes",181900,7,24.4285714285714,"No"
"3461",2,"No",132700,6,38.6666666666667,"No"
"3462",1,"No",10000,2,34,"No"
"3463",2,"No",206400,4,20.5,"No"
"3464",2,"No",188000,4,29,"No"
"3465",1,"No",28000,3,36.6666666666667,"No"
"3466",1,"No",168000,3,36.3333333333333,"No"
"3467",2,"No",77000,4,15.75,"No"
"3468",3,"No",161000,5,18.6,"No"
"3469",2,"No",10200,4,22.75,"No"
"3470",3,"No",3e+05,5,25.4,"No"
"3471",3,"Yes",24000,5,16.6,"No"
"3472",1,"No",172300,3,41.6666666666667,"No"
"3473",2,"No",192200,4,29.25,"No"
"3474",2,"No",6050,5,32.6,"No"
"3475",2,"No",235000,4,21.5,"No"
"3476",3,"Yes",75600,5,19.8,"No"
"3477",3,"No",140000,5,22.2,"No"
"3478",2,"No",167000,4,18,"No"
"3479",3,"No",150000,5,26.6,"No"
"3480",1,"No",150000,4,29.75,"No"
"3481",2,"No",327000,4,20.75,"No"
"3482",2,"Yes",47000,4,21,"No"
"3483",1,"No",105000,3,20.6666666666667,"No"
"3484",2,"Yes",15000,3,17,"No"
"3485",2,"No",52000,3,22.3333333333333,"No"
"3486",1,"No",63000,3,27.3333333333333,"No"
"3487",1,"No",70010,4,32.25,"No"
"3488",1,"No",83000,3,25,"No"
"3489",1,"No",50000,3,43.6666666666667,"No"
"3490",1,"No",147500,3,36.3333333333333,"No"
"3491",2,"No",566000,4,32.75,"No"
"3492",1,"No",206000,5,30.6,"No"
"3493",2,"No",125000,4,21.75,"No"
"3494",2,"No",2e+05,4,28.75,"No"
"3495",2,"No",656000,4,32.75,"No"
"3496",1,"No",40900,6,35.8333333333333,"No"
"3497",2,"No",235000,4,35,"No"
"3498",2,"No",77920,4,16.5,"Yes"
"3499",3,"No",75000,5,22.8,"No"
"3500",2,"Yes",92390,5,23.8,"Yes"
"3501",1,"Yes",148000,4,32.5,"No"
"3502",1,"Yes",53000,3,20.3333333333333,"No"
"3503",1,"No",178500,3,40.3333333333333,"No"
"3504",1,"No",99000,4,38.25,"No"
"3505",4,"No",130000,6,14.6666666666667,"Yes"
"3506",2,"No",122000,4,22.25,"Yes"
"3507",2,"No",50000,4,24.5,"No"
"3508",2,"No",95800,5,29,"No"
"3509",4,"No",791000,6,20.8333333333333,"No"
"3510",1,"No",571200,3,37.6666666666667,"No"
"3511",3,"No",130500,5,26.4,"No"
"3512",2,"No",49410,4,21,"No"
"3513",1,"No",182800,3,28.3333333333333,"No"
"3514",1,"No",92800,5,42.6,"No"
"3515",2,"No",271300,5,36.2,"No"
"3516",2,"No",206200,4,31,"No"
"3517",3,"No",301510,5,15.6,"Yes"
"3518",1,"No",155000,3,27.3333333333333,"No"
"3519",1,"No",57300,3,30,"No"
"3520",1,"No",167000,3,28,"No"
"3521",1,"No",85000,3,29.6666666666667,"Yes"
"3522",1,"No",170000,3,33.6666666666667,"No"
"3523",1,"No",90600,3,36,"No"
"3524",5,"No",67800,7,21.7142857142857,"No"
"3525",1,"No",49100,4,42.25,"No"
"3526",2,"No",542000,4,27,"No"
"3527",1,"No",56000,2,31.5,"No"
"3528",1,"No",308010,5,38.8,"No"
"3529",1,"No",281600,6,30.8333333333333,"No"
"3530",3,"No",120000,6,13.3333333333333,"Yes"
"3531",1,"No",515000,3,32.3333333333333,"No"
"3532",2,"No",343500,4,17.75,"Yes"
"3533",3,"No",194000,5,32,"No"
"3534",1,"No",375000,3,34.6666666666667,"No"
"3535",2,"Yes",48600,5,28.8,"No"
"3536",2,"No",284000,4,22,"No"
"3537",2,"No",144000,4,26.5,"No"
"3538",1,"No",91900,4,30.5,"No"
"3539",1,"No",39000,3,28.6666666666667,"No"
"3540",1,"No",89000,3,24.3333333333333,"No"
"3541",3,"No",136400,5,18.2,"No"
"3542",3,"No",125000,5,21,"No"
"3543",2,"No",60000,4,30,"No"
"3544",1,"No",173000,3,27,"Yes"
"3545",4,"No",198000,6,25,"No"
"3546",2,"No",105600,4,31.75,"No"
"3547",1,"No",137000,3,22.3333333333333,"No"
"3548",1,"No",133000,3,36.3333333333333,"No"
"3549",3,"No",42500,5,22.8,"No"
"3550",2,"No",110000,5,28.6,"No"
"3551",2,"No",120000,4,18,"No"
"3552",1,"No",117900,4,34.75,"No"
"3553",4,"Yes",38200,5,15.8,"No"
"3554",1,"No",114500,6,26.8333333333333,"No"
"3555",1,"No",21000,2,23,"No"
"3556",3,"No",203800,5,26.2,"No"
"3557",2,"No",79800,5,22.8,"No"
"3558",2,"No",67000,4,27.5,"No"
"3559",1,"No",36500,2,36.5,"No"
"3560",3,"Yes",49700,10,28.6,"Yes"
"3561",1,"No",58000,3,22.3333333333333,"Yes"
"3562",1,"No",82000,2,22,"No"
"3563",1,"No",134000,3,37.3333333333333,"No"
"3564",2,"No",157000,4,28.5,"No"
"3565",1,"No",233000,4,34.75,"No"
"3566",3,"Yes",95190,6,25.3333333333333,"No"
"3567",5,"No",156000,7,15.1428571428571,"No"
"3568",2,"No",163100,5,34.8,"No"
"3569",2,"No",78500,4,21.25,"No"
"3570",2,"Yes",33000,4,21.5,"No"
"3571",1,"No",102500,6,40.5,"No"
"3572",1,"No",24300,3,26,"No"
"3573",3,"No",572600,5,18.6,"No"
"3574",1,"No",56900,3,23,"No"
"3575",1,"No",92000,3,24.3333333333333,"No"
"3576",2,"No",34000,4,17.5,"Yes"
"3577",2,"No",21200,5,25,"No"
"3578",3,"Yes",9000,4,9.75,"Yes"
"3579",2,"No",74000,4,17.5,"No"
"3580",2,"No",155000,4,27,"No"
"3581",2,"No",182000,4,23.5,"No"
"3582",2,"No",133000,4,23.25,"No"
"3583",2,"Yes",27200,4,26,"No"
"3584",2,"No",394000,4,33.25,"No"
"3585",1,"No",297600,4,31.75,"No"
"3586",2,"No",296000,4,18.75,"Yes"
"3587",1,"No",74200,4,32.75,"No"
"3588",2,"No",0,3,14.3333333333333,"No"
"3589",2,"Yes",39500,3,21,"No"
"3590",1,"No",30000,2,26,"No"
"3591",2,"No",182000,4,25.5,"No"
"3592",2,"No",46500,4,27.75,"No"
"3593",1,"No",60000,4,46.25,"No"
"3594",3,"No",50000,5,19.6,"No"
"3595",2,"Yes",20000,3,15.3333333333333,"No"
"3596",2,"No",323800,6,42.3333333333333,"No"
"3597",2,"No",167000,4,27.25,"No"
"3598",1,"No",125000,3,25.6666666666667,"No"
"3599",2,"No",130000,4,22.75,"No"
"3600",2,"No",132000,4,30.25,"No"
"3601",1,"No",262000,3,40.6666666666667,"No"
"3602",4,"No",220000,6,21.5,"No"
"3603",1,"No",80000,3,20.3333333333333,"No"
"3604",2,"No",137700,6,32.5,"No"
"3605",2,"No",108000,3,24.6666666666667,"No"
"3606",1,"No",178000,3,36,"No"
"3607",5,"Yes",15200,6,15.1666666666667,"No"
"3608",3,"No",177600,5,17.8,"No"
"3609",2,"No",195800,4,30.5,"No"
"3610",1,"No",138000,6,38.3333333333333,"No"
"3611",1,"No",62050,3,37.6666666666667,"No"
"3612",2,"No",132000,3,23,"No"
"3613",2,"No",235000,3,24.3333333333333,"No"
"3614",3,"Yes",172300,8,32.5,"Yes"
"3615",2,"No",380000,4,21.75,"No"
"3616",1,"No",31000,2,32,"No"
"3617",3,"No",3e+05,5,18.2,"No"
"3618",2,"No",38320,3,25.3333333333333,"No"
"3619",1,"No",150000,5,28.8,"No"
"3620",2,"No",3e+05,4,22.25,"No"
"3621",4,"Yes",29200,5,18.2,"No"
"3622",1,"No",43400,3,30.6666666666667,"Yes"
"3623",1,"No",170000,3,23.3333333333333,"No"
"3624",2,"No",48000,3,26.3333333333333,"No"
"3625",1,"Yes",7800,3,41.3333333333333,"No"
"3626",3,"No",79000,5,14.6,"Yes"
"3627",2,"No",576000,5,32.4,"No"
"3628",1,"No",220000,3,24.3333333333333,"No"
"3629",2,"No",90000,4,21,"Yes"
"3630",1,"No",64400,3,36.3333333333333,"No"
"3631",2,"No",113000,4,23.25,"No"
"3632",2,"No",195000,4,30,"No"
"3633",2,"No",82000,4,24.5,"No"
"3634",2,"No",159700,5,40.8,"No"
"3635",1,"No",0,2,8,"No"
"3636",1,"No",192500,3,41.6666666666667,"No"
"3637",2,"No",232000,5,38.2,"No"
"3638",1,"Yes",14300,2,43,"No"
"3639",2,"No",3e+05,4,27.25,"No"
"3640",1,"No",195800,3,25.6666666666667,"No"
"3641",1,"No",213000,4,34.25,"No"
"3642",2,"No",41500,5,45.4,"No"
"3643",3,"Yes",16800,5,17.6,"No"
"3644",2,"No",195000,4,22,"No"
"3645",2,"Yes",34100,4,20.75,"No"
"3646",3,"No",33700,5,17,"No"
"3647",1,"No",131200,3,24,"No"
"3648",2,"No",47000,4,18.75,"No"
"3649",1,"No",40000,3,20,"Yes"
"3650",2,"No",1e+05,4,33.25,"No"
"3651",2,"No",304000,4,33,"No"
"3652",1,"No",48000,3,29,"No"
"3653",1,"No",24700,3,46,"No"
"3654",2,"No",601000,5,28.6,"No"
"3655",2,"No",73200,4,29,"No"
"3656",2,"No",0,3,13.6666666666667,"No"
"3657",3,"No",75900,5,24.4,"No"
"3658",1,"No",92000,3,44.3333333333333,"No"
"3659",1,"No",135000,3,29.6666666666667,"No"
"3660",1,"No",243200,3,23.3333333333333,"No"
"3661",7,"No",69000,9,16.7777777777778,"No"
"3662",1,"No",64000,5,29,"No"
"3663",4,"No",125000,6,16.5,"No"
"3664",1,"No",170000,3,30.3333333333333,"No"
"3665",2,"No",115000,4,20,"No"
"3666",2,"No",176000,4,21.75,"No"
"3667",2,"No",235000,4,30,"No"
"3668",3,"No",250000,5,23.8,"No"
"3669",2,"Yes",258400,4,27.25,"Yes"
"3670",1,"Yes",60500,4,43,"Yes"
"3671",1,"No",661000,3,24,"Yes"
"3672",2,"No",290000,4,16.75,"Yes"
"3673",3,"No",117000,5,19.4,"No"
"3674",2,"No",145000,4,28.25,"No"
"3675",2,"No",51300,4,30.25,"No"
"3676",1,"No",540100,3,42.3333333333333,"No"
"3677",1,"Yes",62000,3,27.6666666666667,"No"
"3678",4,"No",62550,6,18.3333333333333,"No"
"3679",2,"No",168010,4,19.25,"Yes"
"3680",1,"No",46400,4,36.5,"No"
"3681",2,"No",200500,4,31,"No"
"3682",2,"No",331300,4,32.75,"No"
"3683",3,"No",676000,5,14.8,"No"
"3684",2,"No",95020,4,32,"No"
"3685",1,"No",178000,3,36.3333333333333,"No"
"3686",2,"No",42000,4,21.5,"No"
"3687",1,"No",149400,3,45,"No"
"3688",2,"No",110100,5,30,"No"
"3689",1,"No",251500,3,29,"No"
"3690",2,"No",78000,4,30.5,"No"
"3691",2,"Yes",13800,3,9,"Yes"
"3692",2,"No",290000,4,22.75,"No"
"3693",2,"No",124900,5,31,"No"
"3694",1,"No",105000,5,47.4,"No"
"3695",1,"No",583000,3,40.3333333333333,"No"
"3696",1,"No",320000,3,41,"No"
"3697",2,"No",343000,3,26.3333333333333,"No"
"3698",1,"No",196000,3,22.3333333333333,"Yes"
"3699",2,"No",39000,4,31.75,"No"
"3700",3,"No",98000,5,22.6,"No"
"3701",2,"No",125000,4,21.5,"Yes"
"3702",2,"No",150000,4,20.25,"No"
"3703",3,"No",164000,5,14.4,"Yes"
"3704",2,"No",89000,5,33.8,"No"
"3705",1,"No",12500,2,27,"No"
"3706",2,"No",90000,3,21.6666666666667,"No"
"3707",3,"No",16800,4,9.5,"No"
"3708",2,"No",2e+05,4,22.75,"No"
"3709",2,"Yes",4800,3,15,"No"
"3710",4,"No",55000,6,21.1666666666667,"No"
"3711",2,"No",566400,4,23,"No"
"3712",2,"No",227300,4,26.5,"No"
"3713",2,"No",90000,4,21,"No"
"3714",4,"No",47080,7,29.2857142857143,"No"
"3715",2,"No",664540,4,33,"No"
"3716",2,"No",320000,4,24.25,"No"
"3717",2,"No",127000,4,17.25,"Yes"
"3718",1,"No",205000,6,39.6666666666667,"No"
"3719",2,"No",236000,4,27.25,"No"
"3720",3,"Yes",490,4,17.5,"No"
"3721",1,"No",80200,3,18.3333333333333,"Yes"
"3722",1,"Yes",38300,4,33.75,"No"
"3723",1,"No",95000,3,30.3333333333333,"No"
"3724",3,"No",26000,4,16.75,"Yes"
"3725",1,"Yes",2500,2,15.5,"No"
"3726",1,"No",310000,3,27.3333333333333,"No"
"3727",3,"Yes",32600,5,19,"No"
"3728",2,"No",74280,3,23.3333333333333,"No"
"3729",1,"No",37800,2,22,"No"
"3730",1,"No",54600,3,20.6666666666667,"Yes"
"3731",1,"No",173400,4,33.75,"No"
"3732",3,"No",142500,5,22.6,"No"
"3733",1,"No",205000,3,20.3333333333333,"No"
"3734",2,"No",80000,4,25.5,"No"
"3735",1,"No",170800,4,35.5,"No"
"3736",1,"No",130000,3,41.3333333333333,"No"
"3737",1,"No",145000,3,22.3333333333333,"Yes"
"3738",2,"No",52500,4,22,"No"
"3739",1,"No",167500,3,32.6666666666667,"No"
"3740",1,"No",93400,5,48.4,"No"
"3741",2,"No",90000,4,26.75,"No"
"3742",2,"Yes",110300,7,21.2857142857143,"No"
"3743",2,"No",95000,4,21.25,"No"
"3744",1,"No",80000,2,28,"No"
"3745",3,"No",161060,5,27.4,"No"
"3746",1,"No",70200,4,22.25,"Yes"
"3747",1,"No",119400,3,39,"No"
"3748",2,"No",170000,4,24.5,"No"
"3749",1,"No",140000,3,24.3333333333333,"Yes"
"3750",2,"No",180000,4,27,"No"
"3751",1,"No",151000,4,36.5,"No"
"3752",3,"No",118600,8,37.125,"No"
"3753",1,"No",108200,3,45.6666666666667,"No"
"3754",2,"No",2e+05,4,27.25,"No"
"3755",2,"No",91000,3,16.3333333333333,"No"
"3756",2,"No",177000,4,20.5,"No"
"3757",1,"No",571900,3,41.3333333333333,"No"
"3758",4,"No",55500,6,21.3333333333333,"No"
"3759",1,"No",143000,5,32.8,"No"
"3760",1,"No",177650,3,25.6666666666667,"No"
"3761",1,"Yes",20000,3,14.3333333333333,"No"
"3762",2,"No",142000,5,31.4,"No"
"3763",2,"Yes",25000,3,19.3333333333333,"No"
"3764",2,"No",3e+05,4,26.25,"No"
"3765",2,"No",14800,4,23.75,"No"
"3766",1,"No",76300,3,35.6666666666667,"No"
"3767",1,"Yes",24520,2,23.5,"No"
"3768",1,"No",29000,3,30.6666666666667,"No"
"3769",1,"No",180000,4,27,"No"
"3770",2,"No",120000,4,23.25,"No"
"3771",1,"No",119040,4,48.5,"No"
"3772",1,"No",62000,3,30.6666666666667,"No"
"3773",2,"No",210500,4,29.25,"No"
"3774",2,"Yes",17400,4,32,"No"
"3775",1,"No",120000,2,33,"No"
"3776",2,"No",178000,4,24.25,"No"
"3777",2,"No",31500,3,24.3333333333333,"No"
"3778",2,"No",13450,4,21.25,"No"
"3779",3,"Yes",49000,5,22,"No"
"3780",1,"No",66000,3,25,"No"
"3781",3,"No",89400,6,25.8333333333333,"No"
"3782",2,"No",305000,4,23.25,"No"
"3783",3,"No",566050,5,25,"No"
"3784",1,"Yes",70750,3,37.6666666666667,"No"
"3785",2,"No",185020,4,21.25,"Yes"
"3786",1,"No",223500,3,36,"No"
"3787",3,"Yes",32000,5,20.8,"No"
"3788",1,"No",157000,3,25,"No"
"3789",4,"No",136600,7,21.7142857142857,"No"
"3790",3,"No",233200,6,24.8333333333333,"No"
"3791",2,"No",63000,5,26.6,"No"
"3792",1,"No",694000,4,32.25,"No"
"3793",2,"No",5700,3,28,"No"
"3794",2,"No",714000,4,28.25,"No"
"3795",2,"No",164000,4,25.75,"No"
"3796",2,"No",45000,4,21,"No"
"3797",1,"Yes",13000,2,31.5,"No"
"3798",3,"No",216000,5,16.4,"Yes"
"3799",1,"No",55000,3,23.6666666666667,"No"
"3800",1,"No",190000,3,37,"No"
"3801",1,"No",207060,3,39.6666666666667,"No"
"3802",2,"No",69500,4,32.75,"No"
"3803",4,"No",86000,6,19.6666666666667,"No"
"3804",1,"No",20000,3,31,"Yes"
"3805",2,"No",149400,4,32,"No"
"3806",2,"No",223700,5,28.4,"No"
"3807",2,"No",480000,4,22,"No"
"3808",2,"No",163400,3,14.3333333333333,"No"
"3809",1,"No",77500,3,29,"No"
"3810",2,"No",38600,4,27.5,"No"
"3811",1,"No",17600,3,23,"No"
"3812",1,"No",266000,3,22,"No"
"3813",1,"No",111100,4,32.25,"No"
"3814",2,"No",71000,4,33.75,"No"
"3815",1,"No",188030,5,40.4,"No"
"3816",2,"No",270000,4,28,"No"
"3817",1,"No",155300,4,37.75,"No"
"3818",8,"Yes",9300,9,10.8888888888889,"No"
"3819",1,"No",115000,4,23.75,"Yes"
"3820",2,"No",203000,4,30.5,"No"
"3821",1,"No",209000,3,20.3333333333333,"No"
"3822",1,"No",1e+05,3,22,"Yes"
"3823",1,"No",54500,2,30.5,"No"
"3824",2,"No",141500,4,17,"No"
"3825",2,"No",89000,4,26.75,"No"
"3826",1,"No",416000,3,30,"No"
"3827",1,"No",28000,2,33,"No"
"3828",3,"No",470300,6,26.8333333333333,"No"
"3829",2,"No",3e+05,4,29.75,"No"
"3830",2,"Yes",12000,4,28.75,"No"
"3831",3,"No",147000,5,24.8,"No"
"3832",1,"No",0,3,41,"No"
"3833",2,"No",28700,4,21.75,"No"
"3834",2,"No",310200,5,29.6,"No"
"3835",2,"No",83100,4,32.5,"No"
"3836",2,"No",140000,4,19.5,"No"
"3837",3,"No",173300,5,28.8,"No"
"3838",1,"No",688500,3,37.3333333333333,"No"
"3839",1,"No",110000,3,22.6666666666667,"Yes"
"3840",2,"No",240000,4,27.5,"No"
"3841",1,"No",24500,3,36,"Yes"
"3842",1,"Yes",13400,2,22.5,"No"
"3843",1,"No",224700,3,52.6666666666667,"No"
"3844",1,"No",53200,2,29,"No"
"3845",1,"No",203700,4,48.25,"No"
"3846",3,"No",225000,5,18.8,"No"
"3847",2,"No",140000,4,32.25,"No"
"3848",1,"No",125000,3,23.3333333333333,"Yes"
"3849",1,"No",92000,3,48.3333333333333,"No"
"3850",1,"Yes",74000,3,24.3333333333333,"No"
"3851",2,"No",101800,5,30,"No"
"3852",4,"No",236910,7,28.1428571428571,"No"
"3853",1,"No",101000,3,21.3333333333333,"No"
"3854",2,"No",280000,4,30.25,"No"
"3855",2,"No",204720,4,30.75,"No"
"3856",2,"No",101000,4,26.75,"No"
"3857",1,"No",118710,4,32.5,"No"
"3858",2,"Yes",21240,3,18.3333333333333,"No"
"3859",2,"No",172000,4,28.25,"No"
"3860",1,"No",48600,2,24.5,"No"
"3861",1,"No",98200,3,40,"No"
"3862",1,"No",54000,3,25.6666666666667,"No"
"3863",2,"No",123000,5,24.2,"No"
"3864",2,"No",250500,4,28,"No"
"3865",2,"No",169000,4,24,"No"
"3866",2,"No",200020,4,24.25,"No"
"3867",1,"No",6000,2,12.5,"No"
"3868",2,"No",22000,4,32.5,"No"
"3869",1,"No",38000,3,24.3333333333333,"No"
"3870",3,"No",108000,5,17.2,"No"
"3871",1,"No",79000,3,36.6666666666667,"No"
"3872",2,"No",92000,4,17.75,"Yes"
"3873",2,"No",54900,3,20.6666666666667,"No"
"3874",1,"No",45000,2,17.5,"No"
"3875",1,"No",136600,3,42,"No"
"3876",1,"Yes",50000,2,18,"No"
"3877",2,"No",109000,4,31.75,"No"
"3878",2,"No",120050,4,32,"No"
"3879",1,"No",141000,3,22,"No"
"3880",1,"No",197600,4,45,"No"
"3881",2,"No",110200,5,27.6,"No"
"3882",2,"No",135000,4,21.75,"No"
"3883",1,"No",312200,4,33,"No"
"3884",2,"No",155600,4,17.5,"Yes"
"3885",1,"No",225000,3,41.6666666666667,"No"
"3886",1,"No",48000,2,29,"No"
"3887",1,"No",173050,3,38.6666666666667,"No"
"3888",1,"No",5000,3,18.3333333333333,"Yes"
"3889",2,"No",195000,4,30.75,"No"
"3890",2,"No",106900,4,32.25,"No"
"3891",3,"No",85000,7,30.1428571428571,"No"
"3892",1,"No",105000,3,33.3333333333333,"No"
"3893",3,"No",568450,5,28.6,"No"
"3894",1,"No",91000,3,28.6666666666667,"No"
"3895",1,"No",450000,3,25.6666666666667,"Yes"
"3896",2,"No",43100,3,20.6666666666667,"No"
"3897",1,"No",129700,3,35.6666666666667,"No"
"3898",1,"No",108500,4,50.5,"No"
"3899",1,"No",65000,2,36,"No"
"3900",1,"No",132250,4,35.5,"No"
"3901",2,"No",153200,4,36,"No"
"3902",2,"No",157000,4,25.5,"No"
"3903",1,"No",35000,3,17.3333333333333,"No"
"3904",1,"No",268100,4,34,"No"
"3905",2,"No",97000,4,21.5,"No"
"3906",1,"No",140010,3,39,"No"
"3907",2,"No",78100,5,28.6,"No"
"3908",2,"No",190500,4,18.5,"No"
"3909",1,"No",115000,3,20,"No"
"3910",2,"Yes",184690,5,27.6,"No"
"3911",3,"No",567000,5,15.8,"Yes"
"3912",1,"No",38300,3,22.6666666666667,"No"
"3913",2,"No",131000,4,21,"No"
"3914",3,"No",99500,5,18,"No"
"3915",1,"No",83000,3,35,"No"
"3916",3,"No",124200,5,27,"No"
"3917",2,"No",36000,3,24,"No"
"3918",2,"Yes",49680,5,29.2,"No"
"3919",1,"No",175100,3,23.6666666666667,"No"
"3920",2,"No",126000,4,23.25,"No"
"3921",4,"No",38700,7,23.4285714285714,"No"
"3922",2,"Yes",18500,4,28,"No"
"3923",2,"No",1e+05,4,19.25,"No"
"3924",2,"No",62300,3,18.6666666666667,"No"
"3925",1,"No",88000,3,21,"No"
"3926",1,"No",190000,3,37.3333333333333,"No"
"3927",2,"No",66300,5,19.8,"No"
"3928",1,"No",77600,4,45.5,"No"
"3929",2,"No",119300,4,28.75,"No"
"3930",1,"No",75000,5,31,"No"
"3931",2,"No",163000,5,31,"No"
"3932",1,"No",175000,3,39.3333333333333,"No"
"3933",1,"Yes",84300,5,34.4,"Yes"
"3934",1,"No",75300,3,52.6666666666667,"No"
"3935",1,"No",342900,4,40.25,"No"
"3936",2,"No",142000,4,25.75,"No"
"3937",1,"No",54000,2,17,"No"
"3938",2,"No",345000,4,23,"No"
"3939",2,"No",317000,4,22.25,"No"
"3940",1,"No",60000,3,22.6666666666667,"No"
"3941",2,"No",54900,5,24.2,"Yes"
"3942",1,"No",52200,2,28,"No"
"3943",2,"No",70000,4,17.25,"No"
"3944",3,"No",120000,5,22.2,"No"
"3945",2,"No",308000,4,28,"No"
"3946",3,"No",74100,5,21.2,"No"
"3947",4,"No",76000,7,17.1428571428571,"Yes"
"3948",1,"No",217000,3,21.6666666666667,"Yes"
"3949",2,"No",95000,5,23.2,"Yes"
"3950",3,"No",106100,5,26,"No"
"3951",1,"No",30500,3,37.6666666666667,"No"
"3952",1,"No",125000,3,29.6666666666667,"No"
"3953",1,"No",30700,4,43,"No"
"3954",1,"No",11000,3,23.3333333333333,"No"
"3955",2,"No",275000,4,20.25,"No"
"3956",1,"No",111000,4,33.75,"No"
"3957",2,"No",26900,4,20.25,"No"
"3958",1,"No",33500,3,29.3333333333333,"No"
"3959",2,"No",75000,3,17,"No"
"3960",3,"No",175000,5,19,"No"
"3961",1,"No",123000,4,31.75,"No"
"3962",1,"Yes",0,2,33.5,"No"
"3963",1,"No",105000,3,19.6666666666667,"Yes"
"3964",2,"No",9800,3,17.6666666666667,"No"
"3965",2,"No",40850,7,32.1428571428571,"Yes"
"3966",1,"No",103600,3,43.6666666666667,"No"
"3967",2,"No",40000,4,31.5,"No"
"3968",1,"No",113000,3,24,"No"
"3969",1,"No",568500,2,36,"No"
"3970",1,"No",87500,5,17.2,"Yes"
"3971",1,"No",208200,4,49.5,"No"
"3972",2,"No",97000,5,20.6,"Yes"
"3973",2,"No",170000,4,20.75,"No"
"3974",1,"No",286800,5,36.4,"Yes"
"3975",4,"No",240000,7,16.5714285714286,"Yes"
"3976",4,"Yes",83400,6,15.5,"No"
"3977",2,"No",144400,4,20.75,"No"
"3978",3,"No",140000,5,26,"No"
"3979",1,"Yes",17900,2,31.5,"No"
"3980",1,"Yes",61400,4,31.5,"No"
